customer_id,age,gender,registration_date,behavior_type
2380,43,F,2023-12-17,High_Value
2381,25,M,2023-08-15,Regular
2382,25,F,2023-05-11,Regular
2383,45,M,2023-06-02,Regular
2384,39,M,2023-08-13,Occasional
2385,40,F,2023-01-18,Regular
2386,28,M,2023-09-09,Regular
2387,36,F,2023-06-20,Occasional
2388,26,M,2023-03-24,Occasional
2389,53,M,2023-06-30,Regular
2390,55,F,2023-08-21,Occasional
2391,18,M,2023-11-25,Occasional
2392,26,F,2023-11-25,High_Value
2393,18,F,2023-04-13,Occasional
2394,30,F,2023-10-22,High_Value
2395,38,M,2023-05-08,Occasional
2396,18,M,2023-11-01,Occasional
2397,26,F,2023-08-20,Regular
2398,24,M,2023-05-14,Regular
2399,43,F,2023-05-25,Regular
2400,41,F,2023-07-08,Regular
2401,29,F,2023-10-20,Regular
2402,42,M,2023-10-13,Occasional
2403,31,M,2023-02-15,Bargain_Hunter
2404,35,M,2023-05-15,Occasional
2405,65,M,2023-01-26,Regular
2406,60,F,2023-11-04,Regular
2407,20,M,2023-07-08,Regular
2408,52,M,2023-01-08,Occasional
2409,52,F,2023-08-21,Occasional
2410,22,F,2023-03-02,Regular
2411,52,M,2023-04-08,Bargain_Hunter
2412,63,F,2023-05-28,Occasional
2413,23,F,2023-03-08,Regular
2414,26,M,2023-11-04,Regular
2415,55,F,2023-12-13,Regular
2416,44,M,2023-07-29,Occasional
2417,48,M,2023-05-29,Bargain_Hunter
2418,45,M,2023-11-13,Regular
2419,45,M,2023-07-09,Occasional
2420,20,F,2023-02-13,High_Value
2421,55,M,2023-06-15,Bargain_Hunter
2422,57,F,2023-12-18,Regular
2423,36,F,2023-12-29,Regular
2424,39,F,2023-02-07,High_Value
2425,18,M,2023-01-27,Regular
2426,47,M,2023-08-30,Bargain_Hunter
2427,48,M,2023-01-03,Regular
2428,39,F,2023-06-04,Bargain_Hunter
2429,56,F,2023-03-09,Bargain_Hunter
2430,34,M,2023-10-25,Regular
2431,48,M,2023-09-15,Regular
2432,24,F,2023-08-28,High_Value
2433,39,F,2023-12-30,Occasional
2434,37,M,2023-05-14,High_Value
2435,43,M,2023-03-07,Regular
2436,34,F,2023-07-04,Bargain_Hunter
2437,38,F,2023-05-15,Occasional
2438,52,F,2023-09-22,Regular
2439,33,M,2023-06-11,Occasional
2440,18,F,2023-03-19,Occasional
2441,66,F,2023-01-28,Regular
2442,60,M,2023-04-28,Regular
2443,20,F,2023-05-14,Regular
2444,50,F,2023-08-12,High_Value
2445,32,F,2023-01-21,Regular
2446,43,F,2023-08-23,Regular
2447,44,M,2023-03-05,Regular
2448,36,M,2023-05-26,Regular
2449,28,M,2023-09-18,Occasional
2450,29,M,2023-10-26,Bargain_Hunter
2451,26,M,2023-09-27,Occasional
2452,27,M,2023-08-02,Bargain_Hunter
2453,38,M,2023-09-13,Occasional
2454,29,F,2023-01-14,Regular
2455,50,M,2023-07-21,Regular
2456,62,M,2023-06-15,Regular
2457,31,M,2023-08-24,Occasional
2458,43,F,2023-08-21,Occasional
2459,47,F,2023-11-01,Occasional
2460,47,F,2023-01-23,Occasional
2461,41,F,2023-06-16,Bargain_Hunter
2462,51,M,2023-04-19,Bargain_Hunter
2463,47,F,2023-06-15,Occasional
2464,21,M,2023-10-08,Bargain_Hunter
2465,53,F,2023-02-17,Regular
2466,53,M,2023-05-03,Bargain_Hunter
2467,28,F,2023-02-15,High_Value
2468,40,M,2023-03-25,Regular
2469,50,F,2023-05-26,Occasional
2470,36,M,2023-03-03,Regular
2471,56,F,2023-06-08,Bargain_Hunter
2472,75,M,2023-07-03,Occasional
2473,28,F,2023-09-20,Regular
2474,19,F,2023-07-18,Regular
2475,44,F,2023-02-16,Occasional
2476,50,F,2023-11-11,Regular
2477,36,F,2023-02-17,High_Value
2478,61,F,2023-08-26,Occasional
2479,19,M,2023-09-11,Occasional
2480,50,M,2023-05-29,Regular
2481,30,M,2023-09-02,Regular
2482,65,M,2023-12-17,Bargain_Hunter
2483,69,M,2023-09-25,Regular
2484,28,M,2023-10-10,High_Value
2485,31,M,2023-09-20,High_Value
2486,52,F,2023-07-31,High_Value
2487,34,F,2023-07-01,Regular
2488,39,M,2023-09-15,High_Value
2489,40,F,2023-04-02,Occasional
2490,18,F,2023-01-24,High_Value
2491,39,F,2023-06-10,Occasional
2492,29,F,2023-12-10,Regular
2493,32,F,2023-06-24,Bargain_Hunter
2494,61,M,2023-04-19,Regular
2495,21,F,2023-12-11,High_Value
2496,52,M,2023-01-03,Regular
2497,35,M,2023-03-29,Occasional
2498,35,F,2023-12-21,Regular
2499,51,F,2023-06-05,Occasional
2500,45,F,2023-12-20,Occasional
2501,48,F,2023-06-04,High_Value
2502,54,M,2023-01-08,Regular
2503,35,M,2023-12-23,Bargain_Hunter
2504,30,M,2023-04-18,Regular
2505,23,M,2023-11-29,Regular
2506,27,M,2023-02-14,Regular
2507,80,F,2023-03-17,Regular
2508,58,M,2023-03-01,Regular
2509,19,M,2023-12-26,Regular
2510,20,F,2023-08-30,High_Value
2511,47,F,2023-10-27,Regular
2512,48,F,2023-10-19,Occasional
2513,48,F,2023-01-27,Regular
2514,36,M,2023-11-19,Occasional
2515,38,F,2023-08-01,Occasional
2516,44,F,2023-01-19,Regular
2517,41,F,2023-09-20,Occasional
2518,18,F,2023-04-29,Occasional
2519,36,M,2023-08-05,Occasional
2520,27,M,2023-05-18,Bargain_Hunter
2521,42,F,2023-08-31,High_Value
2522,80,F,2023-08-18,Occasional
2523,45,M,2023-03-24,Regular
2524,35,M,2023-08-29,Regular
2525,53,M,2023-09-17,Regular
2526,47,F,2023-11-05,Bargain_Hunter
2527,46,F,2023-03-09,Bargain_Hunter
2528,49,F,2023-08-02,Occasional
2529,70,F,2023-08-30,Occasional
2530,23,M,2023-11-15,Regular
2531,47,M,2023-12-08,Regular
2532,26,M,2023-04-13,Regular
2533,48,F,2023-02-21,Occasional
2534,26,F,2023-06-05,Regular
2535,33,M,2023-01-10,Regular
2536,35,F,2023-07-02,Occasional
2537,54,M,2023-09-15,High_Value
2538,53,M,2023-06-22,Regular
2539,21,M,2023-03-03,Occasional
2540,40,F,2023-05-13,Bargain_Hunter
2541,29,F,2023-01-24,Occasional
2542,21,F,2023-03-19,Bargain_Hunter
2543,36,M,2023-12-28,High_Value
2544,35,F,2023-08-23,Bargain_Hunter
2545,76,M,2023-02-24,Occasional
2546,46,M,2023-10-15,High_Value
2547,19,M,2023-03-27,Occasional
2548,31,M,2023-07-05,Regular
2549,55,F,2023-12-29,Regular
2550,71,F,2023-02-20,Regular
2551,18,F,2023-06-21,Occasional
2552,18,M,2023-04-14,Regular
2553,68,F,2023-01-04,Regular
2554,45,F,2023-06-24,Regular
2555,26,M,2023-02-13,Regular
2556,48,F,2023-07-04,Occasional
2557,18,M,2023-03-19,Occasional
2558,40,F,2023-04-27,High_Value
2559,44,F,2023-07-31,Bargain_Hunter
2560,53,F,2023-09-22,Occasional
2561,24,F,2023-01-16,Regular
2562,41,M,2023-09-22,Bargain_Hunter
2563,26,M,2023-06-23,Regular
2564,43,M,2023-08-11,High_Value
2565,26,M,2023-12-05,Bargain_Hunter
2566,33,M,2023-10-22,High_Value
2567,25,F,2023-08-03,Regular
2568,49,F,2023-06-10,Bargain_Hunter
2569,52,M,2023-05-24,Bargain_Hunter
2570,36,M,2023-12-25,Regular
2571,40,M,2023-10-06,Occasional
2572,18,F,2023-12-24,Regular
2573,35,F,2023-04-12,Bargain_Hunter
2574,39,M,2023-01-19,Occasional
2575,79,F,2023-03-06,Occasional
2576,23,F,2023-04-20,High_Value
2577,61,F,2023-09-24,Regular
2578,54,M,2023-01-12,High_Value
2579,44,F,2023-05-04,Occasional
2580,66,F,2023-08-05,Bargain_Hunter
2581,45,M,2023-01-31,Occasional
2582,45,F,2023-11-18,Occasional
2583,39,M,2023-01-25,Occasional
2584,58,M,2023-08-18,Regular
2585,56,M,2023-08-21,Regular
2586,30,M,2023-10-25,Occasional
2587,20,M,2023-06-29,Regular
2588,36,M,2024-01-01,Regular
2589,27,M,2023-02-23,Regular
2590,39,M,2023-07-04,Regular
2591,58,M,2023-12-31,Regular
2592,33,F,2023-02-11,High_Value
2593,39,F,2023-03-08,Regular
2594,40,F,2023-02-09,Regular
2595,52,F,2023-10-29,Occasional
2596,18,F,2023-05-16,Occasional
2597,30,F,2023-08-14,Occasional
2598,43,F,2023-08-02,Occasional
2599,58,M,2023-09-16,High_Value
2600,32,F,2023-03-08,Bargain_Hunter
2601,18,M,2023-12-22,Regular
2602,49,F,2023-01-17,Occasional
2603,30,F,2023-03-02,Occasional
2604,22,F,2023-02-26,High_Value
2605,30,F,2023-01-21,Occasional
2606,37,M,2023-07-10,Regular
2607,30,F,2023-06-05,Regular
2608,18,M,2023-03-15,High_Value
2609,53,F,2023-01-25,Bargain_Hunter
2610,59,F,2023-05-26,Regular
2611,49,F,2023-01-02,High_Value
2612,22,F,2023-02-04,Bargain_Hunter
2613,36,F,2023-09-04,Occasional
2614,39,F,2023-06-22,Occasional
2615,48,F,2023-11-07,High_Value
2616,50,M,2023-09-16,Occasional
2617,28,F,2023-12-08,Regular
2618,41,F,2023-02-15,Occasional
2619,46,F,2023-07-18,Regular
2620,61,F,2023-06-23,Occasional
2621,50,F,2023-05-23,Occasional
2622,51,M,2023-12-29,High_Value
2623,41,F,2023-10-15,Occasional
2624,61,M,2023-04-09,Bargain_Hunter
2625,46,M,2023-10-19,Occasional
2626,27,F,2023-09-15,Bargain_Hunter
2627,61,M,2023-12-04,Bargain_Hunter
2628,50,M,2023-01-10,Regular
2629,33,M,2023-05-06,Occasional
2630,32,F,2023-02-13,Occasional
2631,44,F,2023-07-25,Occasional
2632,46,F,2023-01-12,Regular
2633,42,M,2023-08-01,High_Value
2634,44,F,2023-07-15,Regular
2635,65,M,2023-02-20,Occasional
2636,56,F,2023-03-15,Regular
2637,42,M,2023-03-20,Regular
2638,54,F,2023-12-14,Regular
2639,24,F,2023-04-03,High_Value
2640,45,M,2023-06-02,Regular
2641,67,F,2023-03-14,Regular
2642,36,F,2023-05-13,Regular
2643,27,M,2023-01-27,Regular
2644,30,M,2023-09-10,Occasional
2645,23,F,2023-02-28,Regular
2646,28,F,2023-08-26,Occasional
2647,34,M,2023-09-05,High_Value
2648,18,M,2023-01-10,Regular
2649,40,M,2023-05-07,Occasional
2650,53,M,2023-06-05,Occasional
2651,26,F,2023-02-12,Occasional
2652,62,M,2023-03-14,Regular
2653,47,M,2023-05-06,Occasional
2654,55,F,2023-10-12,Regular
2655,30,M,2023-08-26,Bargain_Hunter
2656,52,F,2023-12-01,Bargain_Hunter
2657,23,M,2023-01-31,Bargain_Hunter
2658,53,F,2023-05-20,Occasional
2659,42,F,2023-06-29,Occasional
2660,48,M,2023-10-27,Occasional
2661,22,F,2023-01-24,Regular
2662,26,M,2023-06-03,High_Value
2663,48,M,2023-03-13,Occasional
2664,25,F,2023-08-10,Regular
2665,46,F,2023-12-16,Bargain_Hunter
2666,19,F,2023-12-29,Regular
2667,52,M,2023-12-06,Bargain_Hunter
2668,21,F,2023-04-18,Regular
2669,48,F,2023-01-09,Bargain_Hunter
2670,49,M,2023-11-27,Bargain_Hunter
2671,29,F,2023-01-03,Bargain_Hunter
2672,48,M,2023-07-31,Occasional
2673,43,F,2023-07-21,Occasional
2674,31,M,2023-10-03,High_Value
2675,24,F,2023-12-11,High_Value
2676,18,F,2023-11-04,Regular
2677,45,M,2023-12-23,Bargain_Hunter
2678,18,M,2023-08-25,Regular
2679,41,M,2023-08-16,High_Value
2680,36,M,2023-05-24,Occasional
2681,50,F,2023-04-09,High_Value
2682,35,F,2023-04-24,Regular
2683,35,F,2023-07-05,High_Value
2684,50,F,2023-12-27,Occasional
2685,45,M,2023-01-04,Regular
2686,44,F,2023-02-26,Bargain_Hunter
2687,47,F,2023-03-29,Occasional
2688,18,M,2023-02-03,Occasional
2689,51,M,2023-03-07,Regular
2690,49,M,2023-09-25,Occasional
2691,24,F,2023-04-09,Occasional
2692,36,M,2023-12-21,Occasional
2693,39,F,2023-12-15,Occasional
2694,37,F,2023-01-02,Bargain_Hunter
2695,45,M,2023-06-15,Regular
2696,61,F,2023-05-21,High_Value
2697,56,F,2023-09-11,Regular
2698,20,M,2023-04-25,High_Value
2699,49,F,2023-09-30,Regular
2700,59,M,2023-07-20,Regular
2701,45,M,2023-10-20,Occasional
2702,56,M,2023-12-20,Regular
2703,70,M,2023-05-08,Regular
2704,55,F,2023-06-09,High_Value
2705,43,M,2023-01-15,Regular
2706,55,M,2023-10-31,Occasional
2707,42,F,2023-05-09,Regular
2708,40,F,2023-05-03,Bargain_Hunter
2709,34,M,2023-06-20,Occasional
2710,63,M,2023-02-07,Occasional
2711,27,F,2023-02-18,Occasional
2712,62,M,2023-02-13,Bargain_Hunter
2713,47,M,2023-07-13,Regular
2714,19,M,2023-03-07,High_Value
2715,45,F,2023-01-29,Regular
2716,18,F,2023-02-03,High_Value
2717,49,M,2023-10-14,High_Value
2718,53,F,2023-07-25,High_Value
2719,31,F,2023-04-30,Bargain_Hunter
2720,41,M,2023-08-21,Regular
2721,69,F,2023-11-14,Occasional
2722,32,F,2023-11-30,Bargain_Hunter
2723,24,M,2023-08-21,Occasional
2724,62,M,2023-02-25,High_Value
2725,69,M,2023-10-31,Occasional
2726,40,M,2023-10-21,High_Value
2727,55,F,2023-07-01,Regular
2728,60,F,2023-04-06,Regular
2729,28,M,2023-01-31,High_Value
2730,32,F,2023-09-20,Bargain_Hunter
2731,58,F,2023-06-09,Occasional
2732,65,M,2023-03-17,Regular
2733,48,F,2023-05-30,Regular
2734,26,M,2023-09-23,Occasional
2735,69,M,2023-01-30,Regular
2736,32,M,2023-08-05,Regular
2737,34,M,2023-11-24,Bargain_Hunter
2738,45,M,2023-06-24,Regular
2739,63,F,2023-12-22,Occasional
2740,52,F,2023-11-04,Occasional
2741,46,F,2023-11-12,Regular
2742,46,F,2023-03-25,High_Value
2743,40,M,2023-09-11,Regular
2744,48,M,2023-11-24,Regular
2745,18,M,2023-08-27,Occasional
2746,35,M,2023-09-04,Occasional
2747,43,F,2023-07-12,Regular
2748,22,M,2023-01-04,Regular
2749,45,M,2023-07-03,High_Value
2750,36,M,2023-03-14,Regular
2751,66,M,2023-11-20,Occasional
2752,63,F,2023-01-23,Bargain_Hunter
2753,33,M,2023-04-12,Regular
2754,37,M,2023-05-15,Occasional
2755,38,F,2023-10-11,Regular
2756,33,M,2023-01-12,Regular
2757,42,F,2023-02-21,High_Value
2758,28,M,2023-07-14,Occasional
2759,23,M,2023-06-23,Bargain_Hunter
2760,49,F,2023-08-22,Regular
2761,49,F,2023-12-05,Regular
2762,27,F,2023-12-31,High_Value
2763,53,M,2023-03-08,Occasional
2764,30,M,2023-09-30,Regular
2765,43,F,2023-06-12,Occasional
2766,52,M,2023-01-24,Occasional
2767,39,M,2023-10-02,Regular
2768,46,M,2023-06-17,Regular
2769,32,F,2023-03-06,Bargain_Hunter
2770,37,F,2023-04-18,Occasional
2771,36,F,2023-12-06,Occasional
2772,28,M,2023-09-18,Regular
2773,37,F,2023-09-13,Occasional
2774,18,M,2023-06-14,Occasional
2775,32,F,2023-09-11,Regular
2776,35,F,2023-11-23,Bargain_Hunter
2777,36,M,2023-04-17,Regular
2778,36,M,2023-08-20,Bargain_Hunter
2779,39,F,2023-04-22,Regular
2780,47,F,2023-10-20,Regular
2781,53,F,2023-05-11,Occasional
2782,30,M,2023-02-13,Regular
2783,21,F,2023-04-28,Occasional
2784,24,F,2023-09-20,Occasional
2785,32,F,2023-08-19,Regular
2786,34,F,2023-07-08,Occasional
2787,28,F,2023-05-20,Regular
2788,20,M,2023-08-15,Regular
2789,33,M,2023-07-03,Bargain_Hunter
2790,42,F,2023-09-14,Occasional
2791,48,M,2023-05-22,Bargain_Hunter
2792,31,M,2023-03-02,High_Value
2793,33,M,2023-10-07,Regular
2794,26,M,2023-12-12,Regular
2795,39,F,2023-12-16,Occasional
2796,27,M,2023-12-28,Occasional
2797,48,M,2023-10-06,Bargain_Hunter
2798,18,M,2023-06-03,Regular
2799,34,F,2023-07-26,Bargain_Hunter
2800,44,M,2023-08-30,Occasional
2801,42,M,2023-07-23,Regular
2802,80,M,2023-08-31,Regular
2803,45,F,2023-08-25,Regular
2804,24,M,2023-06-10,Occasional
2805,38,F,2023-12-24,Regular
2806,18,F,2023-08-19,Bargain_Hunter
2807,38,M,2023-07-11,High_Value
2808,27,M,2023-06-06,Bargain_Hunter
2809,53,M,2023-09-13,Occasional
2810,31,F,2023-06-23,Regular
2811,38,F,2023-12-18,Occasional
2812,30,F,2023-06-16,Occasional
2813,66,M,2023-03-13,Regular
2814,35,F,2023-10-18,Occasional
2815,67,F,2023-07-15,Regular
2816,52,F,2023-02-02,Occasional
2817,47,M,2023-09-01,High_Value
2818,45,F,2023-11-24,Bargain_Hunter
2819,45,M,2023-03-29,High_Value
2820,18,M,2023-01-17,Occasional
2821,35,F,2023-01-14,Regular
2822,52,M,2023-07-17,Regular
2823,39,M,2023-05-30,Occasional
2824,18,M,2023-08-21,High_Value
2825,39,M,2023-03-29,Regular
2826,65,F,2023-07-20,Regular
2827,58,M,2023-03-08,Occasional
2828,39,F,2023-02-05,Regular
2829,54,M,2023-03-08,Bargain_Hunter
2830,34,F,2023-08-10,Occasional
2831,18,F,2023-03-23,Occasional
2832,26,F,2023-10-28,Regular
2833,63,F,2023-05-22,Regular
2834,35,M,2023-08-17,High_Value
2835,36,F,2023-11-06,Occasional
2836,35,F,2023-10-19,Bargain_Hunter
2837,68,F,2023-08-25,Occasional
2838,64,M,2023-05-28,Occasional
2839,73,F,2023-06-27,Occasional
2840,37,F,2023-07-20,Occasional
2841,44,M,2023-08-01,Regular
2842,18,F,2023-08-23,Regular
2843,62,M,2023-12-24,Occasional
2844,22,F,2023-12-24,Bargain_Hunter
2845,43,M,2023-03-22,Regular
2846,23,F,2023-12-08,Bargain_Hunter
2847,31,M,2023-09-10,Regular
2848,27,M,2023-07-08,High_Value
2849,30,M,2023-09-16,Occasional
2850,31,F,2023-07-29,Regular
2851,31,F,2023-04-17,Occasional
2852,52,F,2023-01-14,High_Value
2853,23,F,2023-07-15,Regular
2854,43,F,2023-04-10,Regular
2855,58,M,2023-05-09,High_Value
2856,32,M,2023-06-17,Occasional
2857,29,F,2023-09-06,Regular
2858,36,M,2023-10-08,Occasional
2859,57,F,2023-03-13,Regular
2860,42,F,2023-03-24,Regular
2861,32,M,2023-11-07,High_Value
2862,47,F,2023-03-05,Occasional
2863,23,F,2023-03-28,High_Value
2864,50,M,2023-12-13,Regular
2865,46,F,2023-07-03,Regular
2866,35,M,2023-12-12,Occasional
2867,27,F,2023-12-23,High_Value
2868,26,M,2023-07-19,Occasional
2869,48,F,2023-01-27,Occasional
2870,58,M,2023-07-13,Occasional
2871,30,M,2023-07-11,Bargain_Hunter
2872,46,M,2023-02-16,High_Value
2873,18,M,2023-01-08,Regular
2874,31,M,2023-12-15,Occasional
2875,39,M,2023-02-19,Occasional
2876,26,M,2023-03-27,High_Value
2877,25,M,2023-06-17,Regular
2878,29,M,2023-11-16,Regular
2879,44,F,2023-08-08,High_Value
2880,37,M,2023-02-24,Regular
2881,18,M,2023-01-08,Regular
2882,18,F,2023-01-07,Regular
2883,30,F,2023-04-23,High_Value
2884,46,F,2023-11-29,Occasional
2885,18,M,2023-02-04,Bargain_Hunter
2886,32,F,2023-06-04,Occasional
2887,32,F,2023-02-22,Occasional
2888,60,M,2023-05-09,Bargain_Hunter
2889,34,F,2023-11-20,Occasional
2890,45,M,2023-06-20,Regular
2891,42,F,2023-12-08,Regular
2892,18,F,2023-01-10,Occasional
2893,51,F,2023-07-15,Occasional
2894,43,M,2023-09-15,Occasional
2895,47,M,2023-04-30,High_Value
2896,80,M,2023-06-08,Regular
2897,18,F,2023-05-05,Occasional
2898,65,M,2023-03-12,Regular
2899,35,F,2023-04-14,Regular
2900,44,M,2023-11-25,High_Value
2901,39,F,2023-06-18,High_Value
2902,33,F,2023-11-26,Occasional
2903,31,M,2023-09-24,Occasional
2904,44,F,2023-11-28,Occasional
2905,18,M,2023-04-28,Occasional
2906,51,F,2023-06-25,Regular
2907,33,M,2023-12-07,Bargain_Hunter
2908,23,M,2023-11-08,Bargain_Hunter
2909,33,F,2023-04-04,Regular
2910,58,M,2023-02-03,Bargain_Hunter
2911,31,M,2023-04-09,High_Value
2912,45,M,2023-04-15,High_Value
2913,29,M,2023-10-31,Occasional
2914,51,M,2023-05-01,Occasional
2915,50,F,2023-08-28,Regular
2916,67,M,2023-05-06,Regular
2917,37,M,2023-06-05,Regular
2918,50,F,2023-11-22,Regular
2919,41,F,2023-02-10,Bargain_Hunter
2920,59,F,2023-07-23,Regular
2921,29,F,2023-08-14,Regular
2922,51,F,2023-03-21,Occasional
2923,37,F,2023-01-11,Occasional
2924,39,F,2023-02-12,Occasional
2925,41,F,2023-11-01,Occasional
2926,43,M,2023-05-12,Regular
2927,38,F,2023-08-21,Regular
2928,43,F,2023-02-06,Regular
2929,63,F,2023-04-11,Regular
2930,54,M,2023-01-03,High_Value
2931,53,F,2023-09-09,Regular
2932,33,F,2023-07-22,Bargain_Hunter
2933,26,F,2023-07-16,Regular
2934,54,M,2023-07-29,Bargain_Hunter
2935,53,M,2023-07-17,Bargain_Hunter
2936,62,M,2023-04-10,Occasional
2937,30,F,2023-06-28,Occasional
2938,36,F,2023-11-22,Occasional
2939,18,M,2023-11-30,Regular
2940,34,F,2023-05-07,Regular
2941,54,M,2023-07-05,Occasional
2942,33,M,2023-12-24,Occasional
2943,49,M,2023-05-14,Occasional
2944,37,M,2023-05-11,Regular
2945,44,M,2023-01-07,High_Value
2946,22,M,2023-11-26,Occasional
2947,41,F,2023-07-23,Occasional
2948,18,M,2023-09-23,Bargain_Hunter
2949,37,F,2023-03-26,Occasional
2950,18,F,2023-12-21,Regular
2951,58,F,2023-10-28,Regular
2952,51,F,2023-02-15,High_Value
2953,47,F,2023-03-15,Regular
2954,62,M,2023-07-23,Occasional
2955,25,M,2023-03-28,Occasional
2956,66,M,2023-02-19,High_Value
2957,53,F,2023-09-26,Regular
2958,36,F,2023-08-09,Regular
2959,57,F,2023-04-06,Occasional
2960,23,M,2023-09-07,Regular
2961,27,M,2023-08-19,Occasional
2962,30,M,2023-04-06,Regular
2963,32,M,2023-04-09,Regular
2964,24,F,2023-08-14,Occasional
2965,58,M,2023-11-22,Regular
2966,36,F,2023-02-13,Regular
2967,45,F,2023-02-02,Regular
2968,31,M,2023-09-02,Regular
2969,18,M,2023-01-05,High_Value
2970,44,M,2023-12-07,Occasional
2971,18,M,2023-02-19,Regular
2972,38,M,2023-07-12,Occasional
2973,19,F,2023-09-06,Regular
2974,69,F,2023-11-06,Regular
2975,53,F,2023-12-16,Bargain_Hunter
2976,41,F,2023-05-03,Bargain_Hunter
2977,58,F,2023-07-13,Occasional
2978,27,F,2023-06-19,Occasional
2979,48,M,2023-08-22,Bargain_Hunter
2980,42,F,2023-03-13,High_Value
2981,43,M,2023-09-29,Regular
2982,59,M,2023-07-08,Regular
2983,50,F,2023-09-21,Regular
2984,44,M,2023-01-02,Bargain_Hunter
2985,18,F,2023-01-09,Occasional
2986,25,M,2023-06-16,Occasional
2987,38,M,2023-11-07,Regular
2988,41,M,2023-06-28,Regular
2989,23,F,2023-12-04,Bargain_Hunter
2990,76,M,2023-07-17,Regular
2991,62,M,2023-12-31,High_Value
2992,49,M,2023-03-07,Regular
2993,41,M,2023-06-04,Occasional
2994,36,F,2023-03-28,Bargain_Hunter
2995,25,M,2023-09-04,Occasional
2996,41,M,2023-05-05,Regular
2997,43,M,2023-02-24,Regular
2998,21,M,2023-03-24,Bargain_Hunter
2999,45,F,2023-07-16,Occasional
3000,37,M,2023-05-12,Occasional
3001,18,M,2023-12-07,High_Value
3002,27,F,2023-02-16,Occasional
3003,33,F,2023-04-25,Bargain_Hunter
3004,68,M,2023-11-26,Regular
3005,48,F,2023-12-01,Occasional
3006,19,F,2023-04-30,Regular
3007,47,M,2023-05-29,High_Value
3008,18,M,2023-06-24,Occasional
3009,56,M,2023-03-01,Occasional
3010,32,M,2023-06-10,Bargain_Hunter
3011,38,M,2023-06-09,High_Value
3012,59,M,2023-07-18,Bargain_Hunter
3013,20,F,2023-07-06,Occasional
3014,19,M,2023-09-24,Occasional
3015,31,M,2023-02-24,Regular
3016,55,F,2023-06-11,High_Value
3017,18,F,2023-04-23,Regular
3018,18,F,2023-03-17,Occasional
3019,33,M,2023-12-07,Occasional
3020,48,M,2023-11-03,Regular
3021,58,M,2023-05-21,Bargain_Hunter
3022,33,F,2023-11-20,Occasional
3023,33,F,2023-05-30,Occasional
3024,57,F,2023-01-31,Bargain_Hunter
3025,18,F,2023-03-20,Occasional
3026,34,M,2023-04-26,Occasional
3027,42,M,2023-04-02,Bargain_Hunter
3028,46,F,2023-06-03,Bargain_Hunter
3029,32,M,2023-01-12,Occasional
3030,40,F,2023-08-05,Occasional
3031,18,F,2023-07-20,Regular
3032,30,F,2023-05-25,Occasional
3033,46,M,2023-12-25,Bargain_Hunter
3034,25,F,2023-02-19,High_Value
3035,40,M,2023-12-30,Regular
3036,46,M,2023-10-23,High_Value
3037,34,F,2023-05-30,Bargain_Hunter
3038,42,M,2023-04-22,Occasional
3039,25,M,2023-11-30,High_Value
3040,36,M,2023-12-14,Occasional
3041,49,M,2023-07-12,Bargain_Hunter
3042,42,F,2023-12-14,Occasional
3043,31,M,2023-02-19,Regular
3044,43,F,2023-04-02,Bargain_Hunter
3045,50,M,2023-09-21,Occasional
3046,18,F,2023-03-18,Occasional
3047,57,F,2023-05-06,High_Value
3048,34,M,2023-07-23,Regular
3049,46,M,2023-12-01,Occasional
3050,57,M,2023-08-26,Bargain_Hunter
3051,19,F,2023-05-21,Occasional
3052,29,F,2023-07-08,High_Value
3053,35,M,2023-02-12,High_Value
3054,28,M,2023-01-12,Occasional
3055,66,F,2023-05-21,Occasional
3056,27,M,2023-10-31,Regular
3057,31,F,2023-11-27,Occasional
3058,43,F,2023-10-20,High_Value
3059,21,F,2023-02-02,Occasional
3060,34,M,2023-07-27,Occasional
3061,44,M,2023-07-21,Occasional
3062,35,F,2023-02-02,Occasional
3063,38,M,2023-04-17,Bargain_Hunter
3064,32,M,2023-04-03,Bargain_Hunter
3065,18,M,2023-01-03,Occasional
3066,44,F,2023-03-04,High_Value
3067,66,M,2023-12-01,Regular
3068,40,F,2023-01-18,High_Value
3069,43,M,2023-09-17,Regular
3070,50,M,2023-08-05,Bargain_Hunter
3071,20,M,2023-05-08,Regular
3072,65,F,2023-12-04,Occasional
3073,43,M,2023-10-23,Regular
3074,64,F,2023-09-25,Bargain_Hunter
3075,29,F,2023-11-07,Occasional
3076,67,M,2023-12-19,High_Value
3077,51,M,2023-05-02,High_Value
3078,48,M,2023-06-03,Bargain_Hunter
3079,43,M,2023-03-10,Occasional
3080,36,M,2023-10-30,Regular
3081,58,M,2023-11-15,Regular
3082,42,F,2023-05-14,Regular
3083,18,M,2023-07-24,Regular
3084,23,F,2023-12-13,Regular
3085,37,M,2023-10-02,Regular
3086,44,F,2023-11-21,Occasional
3087,39,M,2024-01-01,Regular
3088,58,M,2023-08-03,Occasional
3089,18,F,2023-08-11,Regular
3090,42,M,2023-02-09,Regular
3091,18,M,2023-12-17,Occasional
3092,51,M,2023-06-18,Occasional
3093,38,F,2023-06-20,Occasional
3094,46,M,2023-04-26,Regular
3095,27,M,2023-07-13,Bargain_Hunter
3096,59,M,2023-07-13,Bargain_Hunter
3097,55,M,2023-03-31,Occasional
3098,48,F,2023-10-29,Occasional
3099,38,F,2023-02-18,Occasional
3100,48,F,2023-10-10,Regular
