customer_id,recency,frequency,monetary_total,monetary_avg,age,gender,behavior_type,cluster,segment_name,segment_description,segment_strategy,test_group,campaign_version,clicked,converted,purchase_amount,revenue_per_customer,customer_lifetime_value,engagement_score
986,134,5,146.57,29.31,22,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,366.42499999999995,22.1
987,47,4,251.68,62.92,62,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,629.2,26.2
988,44,3,125.7,41.9,53,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,1,1,56.77,56.77,314.25,23.6
989,19,8,555.25,69.41,36,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1388.125,37.1
990,57,10,861.34,86.13,40,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2153.35,41.1
991,227,3,178.82,59.61,43,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,447.04999999999995,14.1
992,15,13,1830.93,140.84,18,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,4577.325,57.5
993,24,23,3485.94,151.56,36,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,8714.85,88.8
994,64,3,161.94,53.98,29,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,404.85,22.8
995,213,3,243.08,81.03,24,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,607.7,15.5
996,23,5,337.0,67.4,35,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,842.5,30.0
997,127,6,372.61,62.1,66,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,931.5250000000001,26.2
998,17,21,3127.65,148.94,49,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,7819.125,82.6
999,23,12,1012.04,84.34,31,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2530.1,47.6
1000,26,8,716.74,89.59,48,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,1,0,0.0,0.0,1791.85,38.2
1001,41,6,489.14,81.52,60,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1222.85,32.0
1002,119,1,91.01,91.01,53,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,1,0,0.0,0.0,227.525,16.0
1003,179,4,231.07,57.77,40,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,1,0,0.0,0.0,577.675,18.8
1004,11,3,136.01,45.34,30,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,340.025,25.5
1005,5,25,3790.9,151.64,50,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,9477.25,96.0
1006,78,6,213.82,35.64,45,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,534.55,27.4
1007,181,3,113.15,37.72,53,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,282.875,16.0
1008,2,5,349.82,69.96,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,874.55,31.2
1009,25,8,694.98,86.87,55,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1737.45,38.1
1010,149,4,291.32,72.83,31,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,728.3,21.0
1011,37,6,533.59,88.93,59,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1333.9750000000001,32.7
1012,2,20,2645.18,132.26,42,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,6612.95,77.2
1013,154,5,214.22,42.84,71,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,535.55,21.6
1014,3,17,2768.87,162.87,29,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,6922.174999999999,73.5
1015,16,6,389.36,64.89,66,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,973.4000000000001,32.4
1016,79,3,178.25,59.42,42,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,445.625,22.2
1017,147,6,439.85,73.31,30,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,1099.625,25.8
1018,3,6,320.91,53.49,32,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,802.2750000000001,32.5
1019,35,14,2472.92,176.64,35,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,6182.3,64.1
1020,20,5,437.34,87.47,46,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1093.35,31.1
1021,36,6,447.76,74.63,47,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1119.4,31.9
1022,7,21,3245.19,154.53,31,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,8112.975,84.3
1023,12,22,3467.31,157.6,39,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,8668.275,87.7
1024,42,7,587.17,83.88,72,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1467.925,34.5
1025,183,2,88.73,44.36,65,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,221.82500000000002,14.0
1026,98,5,181.25,36.25,46,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,453.125,24.4
1027,48,2,69.76,34.88,40,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,174.4,21.2
1028,16,4,199.93,49.98,41,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,499.82500000000005,27.4
1029,55,5,277.13,55.43,49,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,692.825,27.6
1030,8,6,414.62,69.1,24,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1036.55,33.1
1031,142,5,153.5,30.7,36,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,383.75,21.7
1032,55,8,731.29,91.41,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1828.225,36.8
1033,55,1,74.94,74.94,45,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,187.35,19.3
1034,5,10,724.53,72.45,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1811.3249999999998,42.7
1035,129,4,161.46,40.36,32,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,403.65000000000003,20.9
1036,5,19,2929.96,154.21,63,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,7324.9,78.2
1037,1,6,540.26,90.04,21,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1350.65,34.7
1038,7,12,1811.6,150.97,18,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,4529.0,56.1
1039,6,10,821.87,82.19,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2054.675,43.5
1040,41,8,257.6,32.2,55,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,644.0,33.0
1041,305,1,47.17,47.17,65,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,117.92500000000001,5.3
1042,158,1,60.12,60.12,33,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,150.29999999999998,13.5
1043,27,3,205.64,68.55,56,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,514.0999999999999,25.3
1044,3,15,2308.7,153.91,39,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,5771.75,65.9
1045,27,6,585.81,97.64,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1464.5249999999999,33.7
1046,80,3,209.52,69.84,53,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,523.8000000000001,22.4
1047,22,5,200.19,40.04,49,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,500.475,28.7
1048,28,3,217.34,72.45,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,543.35,25.3
1049,55,4,252.26,63.07,62,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,630.65,25.8
1050,36,20,2731.63,136.58,60,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,6829.075000000001,76.2
1051,11,8,615.52,76.94,30,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1538.8,38.1
1052,17,3,114.16,38.05,45,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,285.4,25.0
1053,7,6,396.38,66.06,47,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,990.95,33.0
1054,12,3,127.93,42.64,43,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,319.82500000000005,25.4
1055,18,10,836.92,83.69,31,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2092.2999999999997,43.0
1056,225,3,113.09,37.7,29,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,282.725,13.6
1057,30,23,3598.91,156.47,39,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,1,0,0.0,0.0,8997.275,89.6
1058,75,12,864.15,72.01,57,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,2160.375,43.4
1059,142,5,489.75,97.95,48,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,1224.375,24.9
1060,26,8,657.81,82.23,34,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1644.5249999999999,37.7
1061,174,4,134.76,33.69,51,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,336.9,18.2
1062,86,8,583.72,72.96,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1459.3000000000002,33.7
1063,44,4,218.93,54.73,57,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,547.325,26.1
1064,196,3,201.86,67.29,18,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,504.65000000000003,16.0
1065,251,5,433.4,86.68,34,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,1083.5,18.4
1066,170,7,666.95,95.28,23,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,1667.375,28.3
1067,21,4,212.71,53.18,20,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,1,47.31,47.31,531.775,27.3
1068,27,8,295.18,36.9,57,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,737.95,34.1
1069,1,3,200.85,66.95,32,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,502.125,26.7
1070,32,2,153.36,76.68,45,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,383.40000000000003,22.9
1071,73,2,55.63,27.82,39,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,139.07500000000002,19.7
1072,24,4,320.2,80.05,47,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,800.5,28.1
1073,55,3,99.62,33.21,41,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,249.05,22.7
1074,5,11,1386.93,126.08,20,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,3467.3250000000003,50.6
1075,19,8,647.88,80.98,54,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,1,0,0.0,0.0,1619.7,38.0
1076,72,9,1588.72,176.52,32,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,3971.8,45.7
1077,16,5,319.94,63.99,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,1,0,0.0,0.0,799.85,30.2
1078,81,3,191.74,63.91,33,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,479.35,22.2
1079,58,8,282.07,35.26,62,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,705.175,32.3
1080,21,4,286.77,71.69,52,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,716.925,28.0
1081,35,11,907.25,82.48,34,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2268.125,44.4
1082,40,3,161.05,53.68,34,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,1,64.21,64.21,402.625,24.1
1083,10,3,133.14,44.38,35,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,332.84999999999997,25.5
1084,4,12,1030.63,85.89,71,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2576.5750000000003,48.8
1085,50,16,2318.8,144.93,45,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,5797.0,65.0
1086,63,11,859.94,78.18,46,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2149.8500000000004,42.4
1087,4,5,426.45,85.29,55,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1066.125,31.9
1088,19,6,397.86,66.31,43,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,994.6500000000001,32.4
1089,13,13,1865.12,143.47,36,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,4662.799999999999,57.9
1090,102,4,241.26,60.32,37,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,603.15,23.1
1091,29,3,194.14,64.71,38,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,485.34999999999997,25.1
1092,9,8,589.71,73.71,39,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1474.275,37.9
1093,18,18,2722.19,151.23,50,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,6805.475,73.9
1094,5,17,2773.15,163.13,40,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,6932.875,73.5
1095,96,5,296.84,59.37,50,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,742.0999999999999,25.6
1096,96,10,733.53,73.35,38,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1833.8249999999998,37.8
1097,138,1,74.36,74.36,41,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,185.9,14.7
1098,59,4,327.01,81.75,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,817.525,26.3
1099,44,6,503.31,83.88,53,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1258.275,32.0
1100,94,2,94.91,47.46,45,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,237.27499999999998,19.0
1101,2,22,3464.79,157.49,54,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,8661.975,88.2
1102,45,8,666.81,83.35,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1667.0249999999999,36.7
1103,17,14,2302.02,164.43,71,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,5755.05,63.5
1104,28,12,1153.36,96.11,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2883.3999999999996,48.7
1105,32,3,144.26,48.09,56,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,360.65,24.4
1106,44,5,300.65,60.13,24,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,1,0,0.0,0.0,751.625,28.5
1107,70,24,3741.79,155.91,49,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,9354.475,90.4
1108,276,1,70.25,70.25,24,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,175.625,7.1
1109,91,1,5.0,5.0,30,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,12.5,16.7
1110,26,9,676.9,75.21,68,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1692.25,39.5
1111,21,5,188.12,37.62,37,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,470.3,28.6
1112,5,5,370.03,74.01,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,925.0749999999999,31.3
1113,144,1,87.69,87.69,53,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,219.225,14.5
1114,61,7,569.43,81.35,47,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1423.5749999999998,33.3
1115,8,22,3237.9,147.18,42,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,8094.75,85.7
1116,16,21,2683.11,127.77,45,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,1,0,0.0,0.0,6707.775000000001,78.4
1117,1,8,651.19,81.4,76,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1627.9750000000001,39.0
1118,94,2,56.06,28.03,39,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,140.15,18.6
1119,95,4,223.12,55.78,43,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,557.8,23.3
1120,18,22,3331.01,151.41,55,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,8327.525000000001,86.1
1121,79,7,222.36,31.77,56,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,1,0,0.0,0.0,555.9000000000001,29.0
1122,15,15,2268.58,151.24,57,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,5671.45,64.9
1123,4,6,430.49,71.75,49,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1076.225,33.5
1124,39,6,542.3,90.38,22,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1355.75,32.7
1125,13,9,1562.57,173.62,64,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,3906.4249999999997,48.6
1126,51,20,2976.94,148.85,22,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,7442.35,77.7
1127,50,21,3098.25,147.54,44,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,7745.625,80.5
1128,49,10,1177.92,117.79,28,F,High_Value,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2944.8,44.6
1129,174,2,104.95,52.47,39,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,262.375,14.7
1130,139,6,402.07,67.01,44,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,1005.175,25.8
1131,39,12,904.55,75.38,44,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2261.375,45.7
1132,136,5,304.25,60.85,46,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,760.625,23.5
1133,39,12,920.82,76.74,64,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2302.05,45.9
1134,41,4,291.43,72.86,46,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,728.575,26.9
1135,13,12,962.95,80.25,36,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,2407.375,47.7
1136,153,6,359.2,59.87,54,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,898.0,24.7
1137,82,5,275.4,55.08,57,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,688.5,26.1
1138,167,3,148.95,49.65,21,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,372.375,17.1
1139,40,11,1144.56,104.05,48,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,2861.3999999999996,46.4
1140,21,5,317.88,63.58,50,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,794.7,29.9
1141,95,3,205.25,68.42,35,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,513.125,21.6
1142,53,3,101.23,33.74,60,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,253.07500000000002,22.9
