customer_id,recency,frequency,monetary_total,monetary_avg,age,gender,behavior_type,cluster,segment_name,segment_description,segment_strategy
2690,35,3,85.14,28.38,49,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2691,106,6,308.08,51.35,24,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2692,62,2,120.75,60.38,36,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2693,56,4,215.37,53.84,39,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2694,13,7,215.27,30.75,37,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2695,95,10,837.13,83.71,45,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2696,6,16,2536.44,158.53,61,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2697,20,10,696.38,69.64,56,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2698,15,20,3359.06,167.95,20,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2699,6,6,453.93,75.66,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2700,51,10,817.24,81.72,59,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2701,25,4,227.6,56.9,45,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2702,27,3,298.98,99.66,56,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2703,69,8,697.83,87.23,70,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2704,14,16,2773.16,173.32,55,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2705,30,7,608.59,86.94,43,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2706,32,6,379.77,63.29,55,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2707,16,10,703.71,70.37,42,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2708,205,2,74.95,37.48,40,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2709,27,3,108.21,36.07,34,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2710,135,5,294.83,58.97,63,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2711,26,2,79.01,39.5,27,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2712,50,8,295.85,36.98,62,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2713,6,7,700.7,100.1,47,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2714,20,21,3162.01,150.57,19,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2715,16,3,192.18,64.06,45,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2716,4,23,3359.18,146.05,18,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2717,50,15,2135.76,142.38,49,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2718,7,19,2897.52,152.5,53,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2719,121,4,156.37,39.09,31,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2720,24,5,390.39,78.08,41,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2721,24,3,159.88,53.29,69,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2722,89,3,101.7,33.9,32,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2723,190,2,170.19,85.1,24,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2724,15,20,2956.15,147.81,62,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2725,9,3,151.13,50.38,69,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2726,15,8,1482.23,185.28,40,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2727,47,5,332.97,66.59,55,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2728,88,3,290.66,96.89,60,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2729,7,17,2174.75,127.93,28,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2730,15,5,193.86,38.77,32,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2731,27,5,280.08,56.02,58,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2732,100,12,959.0,79.92,65,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2733,1,9,740.77,82.31,48,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2734,43,3,159.53,53.18,26,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2735,16,7,538.33,76.9,69,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2736,15,5,414.79,82.96,32,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2737,88,4,138.8,34.7,34,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2738,11,9,694.5,77.17,45,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2739,119,5,265.4,53.08,63,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2740,36,6,312.3,52.05,52,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2741,130,5,448.17,89.63,46,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2742,90,11,1841.65,167.42,46,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2743,10,12,1074.67,89.56,40,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2744,153,9,654.19,72.69,48,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2745,28,6,396.01,66.0,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2746,3,2,141.7,70.85,35,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2747,115,6,447.88,74.65,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2748,65,10,847.28,84.73,22,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2749,27,20,2783.52,139.18,45,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2750,33,4,306.32,76.58,36,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2751,27,2,125.02,62.51,66,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2752,58,5,135.42,27.08,63,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2753,221,3,224.39,74.8,33,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2754,162,1,48.39,48.39,37,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2755,42,3,175.56,58.52,38,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2756,22,9,606.68,67.41,33,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2757,14,13,1939.15,149.17,42,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2758,150,5,237.52,47.5,28,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2759,3,3,106.3,35.43,23,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2760,39,6,452.18,75.36,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2761,43,4,262.37,65.59,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2762,38,19,3000.07,157.9,27,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2763,364,1,54.75,54.75,53,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2764,80,4,266.23,66.56,30,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2765,330,2,116.98,58.49,43,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2766,10,3,169.12,56.37,52,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2767,31,8,786.75,98.34,39,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2768,73,4,293.1,73.27,46,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2769,7,2,63.57,31.78,32,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2770,35,2,103.18,51.59,37,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2771,14,6,347.2,57.87,36,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2772,205,3,229.98,76.66,28,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2773,4,5,308.94,61.79,37,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2774,111,3,163.74,54.58,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2775,43,8,666.13,83.27,32,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2776,60,5,144.42,28.88,35,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2777,38,6,458.02,76.34,36,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2778,107,4,120.4,30.1,36,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2779,161,8,633.15,79.14,39,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2780,61,8,570.94,71.37,47,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2781,239,2,120.0,60.0,53,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2782,32,10,849.36,84.94,30,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2783,92,3,180.31,60.1,21,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2784,74,5,319.64,63.93,24,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2785,104,10,744.77,74.48,32,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2786,15,3,177.71,59.24,34,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2787,2,8,640.48,80.06,28,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2788,24,4,336.05,84.01,20,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2789,15,8,265.37,33.17,33,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2790,7,6,381.31,63.55,42,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2791,113,2,74.98,37.49,48,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2792,37,10,1540.81,154.08,31,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2793,80,9,697.06,77.45,33,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2794,91,4,402.97,100.74,26,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2795,88,6,354.73,59.12,39,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2796,45,5,332.05,66.41,27,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2797,55,4,125.02,31.26,48,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2798,22,9,721.23,80.14,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2799,40,3,97.63,32.54,34,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2800,104,6,248.36,41.39,44,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2801,81,5,391.87,78.37,42,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2802,154,6,478.59,79.76,80,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2803,21,3,262.6,87.53,45,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2804,25,6,382.65,63.78,24,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2805,122,3,299.57,99.86,38,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2806,196,4,133.02,33.26,18,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2807,28,19,2677.41,140.92,38,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2808,84,2,66.09,33.04,27,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2809,268,1,70.79,70.79,53,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2810,48,8,688.87,86.11,31,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2811,135,1,66.22,66.22,38,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2812,103,3,171.23,57.08,30,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2813,17,12,1118.87,93.24,66,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2814,211,1,50.13,50.13,35,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2815,46,6,477.94,79.66,67,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2816,118,3,170.72,56.91,52,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2817,3,24,3880.33,161.68,47,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2818,68,5,178.9,35.78,45,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2819,13,23,3311.57,143.98,45,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2820,172,3,178.29,59.43,18,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2821,58,10,670.74,67.07,35,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2822,73,8,589.52,73.69,52,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2823,231,3,110.82,36.94,39,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2824,16,16,2375.36,148.46,18,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2825,82,5,358.99,71.8,39,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2826,91,11,894.78,81.34,65,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2827,140,5,215.04,43.01,58,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2828,82,6,367.71,61.28,39,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2829,1,8,246.79,30.85,54,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2830,36,6,363.9,60.65,34,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2831,115,1,54.13,54.13,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2832,29,3,226.52,75.51,26,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2833,14,10,837.1,83.71,63,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2834,50,18,2569.44,142.75,35,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2835,79,4,255.02,63.76,36,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2836,138,5,173.37,34.67,35,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2837,10,1,50.99,50.99,68,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2838,101,5,272.93,54.59,64,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2839,63,4,186.17,46.54,73,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2840,82,4,296.04,74.01,37,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2841,39,6,375.34,62.56,44,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2842,2,8,527.09,65.89,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2843,42,2,145.56,72.78,62,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2844,43,5,214.14,42.83,22,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2845,35,5,416.67,83.33,43,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2846,51,3,82.5,27.5,23,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2847,43,6,409.02,68.17,31,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2848,25,14,2149.46,153.53,27,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2849,81,3,226.42,75.47,30,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2850,68,12,865.72,72.14,31,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2851,48,1,64.18,64.18,31,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2852,11,23,3324.54,144.55,52,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2853,10,4,152.87,38.22,23,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2854,15,10,650.75,65.08,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2855,12,15,2360.64,157.38,58,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2856,112,3,153.23,51.08,32,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2857,4,6,507.78,84.63,29,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2858,61,4,237.82,59.46,36,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2859,3,12,937.06,78.09,57,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2860,28,9,763.65,84.85,42,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2861,36,22,3115.8,141.63,32,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2862,45,2,96.74,48.37,47,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2863,4,24,3590.88,149.62,23,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2864,9,4,345.75,86.44,50,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2865,7,9,704.58,78.29,46,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2866,154,1,32.65,32.65,35,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2867,9,15,2295.02,153.0,27,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2868,218,1,97.13,97.13,26,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2869,33,2,122.86,61.43,48,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2870,24,2,103.7,51.85,58,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2871,22,3,94.85,31.62,30,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2872,2,20,3163.71,158.19,46,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2873,95,8,612.15,76.52,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2874,28,5,352.15,70.43,31,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2875,10,3,160.67,53.56,39,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2876,6,11,1499.96,136.36,26,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2877,54,9,729.22,81.02,25,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2878,152,9,628.76,69.86,29,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2879,1,18,2451.49,136.19,44,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2880,20,5,360.62,72.12,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2881,97,3,283.35,94.45,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2882,25,5,545.74,109.15,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2883,3,22,3465.55,157.52,30,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2884,73,6,354.19,59.03,46,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2885,10,8,282.15,35.27,18,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2886,70,3,129.12,43.04,32,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2887,35,3,177.35,59.12,32,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2888,15,8,293.1,36.64,60,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2889,54,5,277.47,55.49,34,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2890,16,5,513.94,102.79,45,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2891,21,12,915.36,76.28,42,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2892,130,4,249.22,62.3,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2893,114,2,121.34,60.67,51,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2894,16,6,356.41,59.4,43,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2895,26,9,1281.27,142.36,47,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2896,182,5,386.35,77.27,80,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2897,2,4,271.96,67.99,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2898,34,4,287.12,71.78,65,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2899,101,3,206.28,68.76,35,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2900,8,23,3606.84,156.82,44,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2901,20,22,3199.41,145.43,39,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2902,8,6,260.92,43.49,33,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2903,49,5,258.25,51.65,31,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2904,42,6,347.53,57.92,44,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2905,13,6,336.23,56.04,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2906,67,7,605.76,86.54,51,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2907,7,7,248.6,35.51,33,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2908,68,8,303.2,37.9,23,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2909,27,9,619.87,68.87,33,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2910,196,3,111.46,37.15,58,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
2911,16,10,1555.99,155.6,31,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2912,13,13,2101.49,161.65,45,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
2913,49,3,239.61,79.87,29,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2914,89,2,132.62,66.31,51,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2915,34,5,457.05,91.41,50,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2916,143,10,826.01,82.6,67,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2917,18,3,212.2,70.73,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2918,46,12,892.18,74.35,50,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2919,6,7,267.02,38.15,41,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2920,34,10,802.14,80.21,59,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
2921,33,7,536.95,76.71,29,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
2922,104,2,121.93,60.96,51,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
