customer_id,cluster,segment_name,age,gender,recency,frequency,monetary_total,email_subject_generic,email_subject_targeted,discount_percent,campaign_type,expected_ctr_base,send_frequency,channel_priority
2348,0,Champions,27,F,75,1,42.25,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2349,2,At Risk,50,M,39,3,138.66,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2350,0,Champions,34,M,31,9,734.6,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2351,1,Loyal Customers,55,M,54,9,1428.72,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2352,2,At Risk,49,F,2,12,1062.99,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2353,2,At Risk,50,F,78,5,245.02,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2354,0,Champions,19,M,41,10,876.95,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2355,2,At Risk,58,M,76,9,616.99,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2356,2,At Risk,43,F,66,3,190.74,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2357,3,Potential Loyalists,34,M,156,4,259.65,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2358,2,At Risk,42,M,12,12,758.38,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2359,0,Champions,18,F,50,5,140.64,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2360,3,Potential Loyalists,46,F,116,4,223.38,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2361,0,Champions,24,M,28,2,71.66,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2362,1,Loyal Customers,19,M,10,11,1741.07,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2363,3,Potential Loyalists,18,M,175,3,187.54,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2364,2,At Risk,56,F,26,7,249.4,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2365,1,Loyal Customers,30,M,39,11,1565.27,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2366,3,Potential Loyalists,63,F,188,4,202.91,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2367,0,Champions,31,F,9,7,219.99,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2368,1,Loyal Customers,18,M,2,21,2805.65,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2369,0,Champions,23,M,67,3,290.54,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2370,1,Loyal Customers,58,F,9,17,2679.35,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2371,0,Champions,37,F,93,2,91.13,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2372,0,Champions,31,F,39,9,538.81,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2373,2,At Risk,42,M,37,5,158.15,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2374,2,At Risk,47,M,26,10,823.45,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2375,1,Loyal Customers,56,F,18,23,3268.93,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2376,3,Potential Loyalists,61,M,306,1,38.08,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2377,0,Champions,34,M,72,5,156.81,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2378,0,Champions,20,M,23,4,254.48,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2379,0,Champions,33,F,86,4,121.55,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2380,1,Loyal Customers,43,F,7,18,2716.14,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2381,0,Champions,25,M,13,7,549.21,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2382,0,Champions,25,F,14,12,842.38,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2383,2,At Risk,45,M,18,5,350.57,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2384,0,Champions,39,M,2,6,269.05,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2385,0,Champions,40,F,11,11,909.33,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2386,0,Champions,28,M,48,10,884.58,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2387,0,Champions,36,F,24,4,252.8,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2388,0,Champions,26,M,96,4,244.97,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2389,2,At Risk,53,M,50,8,627.63,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2390,2,At Risk,55,F,12,6,382.84,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2391,0,Champions,18,M,74,1,63.14,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2392,1,Loyal Customers,26,F,7,11,1440.9,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2393,0,Champions,18,F,70,4,225.64,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2394,1,Loyal Customers,30,F,10,12,1909.75,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2395,0,Champions,38,M,27,5,297.42,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2396,0,Champions,18,M,130,4,187.69,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2397,0,Champions,26,F,52,6,431.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2398,0,Champions,24,M,91,5,381.51,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2399,2,At Risk,43,F,3,5,329.29,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2400,0,Champions,41,F,46,10,924.66,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2401,0,Champions,29,F,6,8,597.97,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2402,3,Potential Loyalists,42,M,270,2,139.83,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2403,0,Champions,31,M,1,8,249.7,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2404,3,Potential Loyalists,35,M,312,1,50.85,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2405,2,At Risk,65,M,59,6,377.24,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2406,2,At Risk,60,F,24,12,933.56,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2407,0,Champions,20,M,138,5,444.09,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2408,2,At Risk,52,M,48,4,253.25,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2409,2,At Risk,52,F,99,3,127.35,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2410,0,Champions,22,F,33,11,917.15,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2411,2,At Risk,52,M,54,7,227.77,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2412,2,At Risk,63,F,77,2,113.58,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2413,0,Champions,23,F,95,12,1000.94,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2414,0,Champions,26,M,45,12,866.06,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2415,2,At Risk,55,F,9,10,734.93,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2416,3,Potential Loyalists,44,M,248,1,31.85,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2417,3,Potential Loyalists,48,M,160,2,90.0,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2418,2,At Risk,45,M,6,12,903.18,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2419,2,At Risk,45,M,37,2,131.37,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2420,1,Loyal Customers,20,F,6,12,1768.64,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2421,2,At Risk,55,M,8,5,158.68,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2422,2,At Risk,57,F,124,3,301.97,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2423,0,Champions,36,F,97,3,214.36,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2424,1,Loyal Customers,39,F,21,18,2748.22,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2425,0,Champions,18,M,1,4,389.77,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2426,3,Potential Loyalists,47,M,149,3,93.99,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2427,2,At Risk,48,M,5,12,1100.73,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2428,0,Champions,39,F,17,5,231.62,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2429,2,At Risk,56,F,105,5,177.61,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2430,0,Champions,34,M,7,10,698.68,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2431,2,At Risk,48,M,30,10,787.75,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2432,1,Loyal Customers,24,F,9,17,2570.09,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2433,0,Champions,39,F,12,3,159.06,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2434,1,Loyal Customers,37,M,16,10,1611.93,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2435,2,At Risk,43,M,5,8,605.8,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2436,0,Champions,34,F,92,2,82.46,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2437,3,Potential Loyalists,38,F,153,2,147.45,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2438,2,At Risk,52,F,41,8,722.81,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2439,3,Potential Loyalists,33,M,188,1,42.65,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2440,0,Champions,18,F,7,5,369.88,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2441,2,At Risk,66,F,61,4,291.53,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2442,2,At Risk,60,M,39,8,598.4,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2443,0,Champions,20,F,48,3,256.79,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2444,1,Loyal Customers,50,F,5,23,3576.23,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2445,0,Champions,32,F,118,8,676.48,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2446,2,At Risk,43,F,30,9,737.09,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2447,2,At Risk,44,M,42,9,711.52,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2448,0,Champions,36,M,45,3,244.61,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2449,0,Champions,28,M,34,5,363.23,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2450,0,Champions,29,M,80,2,55.42,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2451,0,Champions,26,M,13,2,86.9,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2452,0,Champions,27,M,20,6,177.92,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2453,3,Potential Loyalists,38,M,183,2,135.65,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2454,0,Champions,29,F,104,8,673.65,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2455,2,At Risk,50,M,68,11,863.87,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2456,2,At Risk,62,M,10,6,480.36,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2457,3,Potential Loyalists,31,M,144,2,141.12,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2458,2,At Risk,43,F,50,5,362.09,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2459,2,At Risk,47,F,43,2,86.03,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2460,2,At Risk,47,F,22,5,337.21,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2461,3,Potential Loyalists,41,F,115,8,257.68,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2462,3,Potential Loyalists,51,M,264,2,81.42,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2463,3,Potential Loyalists,47,F,212,1,52.79,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2464,3,Potential Loyalists,21,M,224,7,191.82,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2465,2,At Risk,53,F,20,8,593.24,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2466,2,At Risk,53,M,39,7,253.59,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2467,1,Loyal Customers,28,F,13,21,3124.34,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2468,0,Champions,40,M,41,10,923.79,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2469,3,Potential Loyalists,50,F,122,3,154.98,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2470,0,Champions,36,M,139,9,757.36,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2471,2,At Risk,56,F,40,4,143.58,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2472,2,At Risk,75,M,50,3,197.92,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2473,0,Champions,28,F,34,11,780.15,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2474,0,Champions,19,F,18,4,329.55,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2475,2,At Risk,44,F,40,5,252.61,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2476,2,At Risk,50,F,27,3,227.43,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2477,1,Loyal Customers,36,F,30,23,3410.91,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2478,3,Potential Loyalists,61,F,177,2,86.57,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2479,0,Champions,19,M,36,6,340.6,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2480,2,At Risk,50,M,32,12,871.78,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2481,0,Champions,30,M,107,12,975.39,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2482,2,At Risk,65,M,2,8,257.92,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2483,3,Potential Loyalists,69,M,193,4,358.27,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2484,1,Loyal Customers,28,M,19,16,2745.46,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2485,1,Loyal Customers,31,M,5,24,3482.74,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2486,1,Loyal Customers,52,F,14,18,2549.19,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2487,0,Champions,34,F,23,4,341.19,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2488,1,Loyal Customers,39,M,53,19,2881.52,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2489,3,Potential Loyalists,40,F,215,5,331.55,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2490,1,Loyal Customers,18,F,17,19,2794.74,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2491,3,Potential Loyalists,39,F,121,3,201.55,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2492,0,Champions,29,F,28,5,487.11,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2493,0,Champions,32,F,37,3,109.92,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2494,2,At Risk,61,M,10,12,933.84,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2495,1,Loyal Customers,21,F,12,19,2924.06,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2496,3,Potential Loyalists,52,M,167,4,265.88,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2497,3,Potential Loyalists,35,M,121,3,207.7,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2498,3,Potential Loyalists,35,F,156,4,242.84,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2499,3,Potential Loyalists,51,F,172,1,61.57,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2500,3,Potential Loyalists,45,F,231,1,52.84,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2501,1,Loyal Customers,48,F,11,9,1245.04,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2502,2,At Risk,54,M,54,9,844.09,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2503,0,Champions,35,M,60,5,190.2,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2504,0,Champions,30,M,111,4,326.4,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2505,0,Champions,23,M,49,4,325.68,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2506,0,Champions,27,M,107,3,247.74,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2507,2,At Risk,80,F,3,11,1077.35,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2508,2,At Risk,58,M,61,9,676.64,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2509,0,Champions,19,M,70,8,525.36,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
2510,1,Loyal Customers,20,F,35,12,1766.08,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
2511,3,Potential Loyalists,47,F,188,3,229.75,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
2512,2,At Risk,48,F,98,4,214.21,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
2513,2,At Risk,48,F,10,6,309.31,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
